artist id,artist mbid,track id,artist name
ar00p3m1187fb5428c,b3a35974-4703-4423-92bf-a1b5ac6cac3b,trmmmot128f931a571,the advent
ar00qzq1187b98ebdb,9a470310-b4c4-42d9-b432-a780fff5ce9d,trgzyut128f932e344,left front tire
ar00rae1187fb41114,6954c529-a901-4d94-87cf-032653a0feec,trmrady128f4277740,lulu
ar00rbu1187b9b3f1f,b51fa778-3b35-4907-89c0-a33dc17bf7ce,trbvzns128f1460f57,matthew jay
ar00tgq1187b994f29,e61a882e-cee2-4aa9-8d73-bee3c85a44c0,trmitnj128f9307269,paula toller
ar00ucm1187b9aaffb,4907bbe1-d234-419f-b0e0-797d8ecc0ef2,trrngmf128f427ec30,nachtluft
ar00y9i1187b999412,fc1abced-ff90-4a42-9998-2e18cceef041,trwtmkm12903cdf74a,akercocke
ar00yyq1187fb504dc,d5149e67-d3d8-48ab-94ce-8beaf1a5a9d2,trwpeoe128f427e8d0,god is my co-pilot
ar013kn1187fb5ac4c,501e6125-787b-451c-bdb0-ce6652d60d30,trmpffi128ef34de01,joey heatherton
ar014t71187b9b8756,36efff8d-2d6a-404b-aa1b-f9c6215b31f3,trmoayc12903ca7775,miguel puente
ar015ly1187b98ccaf,d4570f76-d803-429d-80ec-1b966c2c45ed,trmzvqj128f93036cb,cheb i sabbah
ar015pn1187b993f3a,3978d2ea-7e0f-44ee-abb0-86b69bd06bec,trgpnbv128f92d69b7,serafin zubiri
ar016p51187b98e398,d3ef5f98-8d70-4b21-b3b8-91b92629891c,trgmozd12903cb0418,indian ropeman
ar0174x1187b98e3e7,f915729b-e286-4a21-86cb-a8253c1968e7,trmcdul12903ca0c4c,instigators
ar018y21187b98a462,ba07462b-bba8-46ee-9f81-b87789a75e20,trmhtwa128f92f7396,kerosene club
ar01aeg1187b9b6070,14f58803-a872-4d18-b708-96ee77aa0b47,trgatrj12903cc844c,le sport
ar01b551187b9a923c,7a972971-5326-42a1-bec1-05f5540ae0fa,trmjeos12903ce368d,martyn hare
ar01c201187b9b7f3d,337d3faf-d9d2-49a9-9a5b-891cc90a43f7,trmvmuk12903cc7306,elia cmiral
ar01cey1187fb51fe0,3bf201a2-486a-42cd-9f8a-1c6f28bafa10,trwpydi128f42b116d,28 costumes
ar01cvs1187b99e9dd,d4762e35-c974-48a8-adf3-7d9db1c52ebd,trmztwd12903ce23e0,walt
ar01g6g1187b9892ef,ff1d5d24-f476-4a90-b0e0-4fba52b41f78,trmgepn128f92df200,tonino carotone
ar01hkt1187b996f26,9639cd52-c351-4a17-9797-58880e95a7ef,trmqvyv128f4242dbd,the mountain goats
ar01hxb1187fb54c93,d67a52a0-568e-4382-a8dc-79fdf71351ea,trmfjce128f9336220,unwed sailor
ar01ip11187b9af5d2,dbd2ebce-623d-4639-946e-c558bf56a0e3,trmwrwb12903cdceea,call to preserve
ar01oso1187b9aa610,a6eade61-0d52-456f-a6eb-ad3d685d746c,trhksgc128f934626a,don armando's second avenue rhumba band
ar01rrx1187b9896b0,b8df224b-e0e9-422c-a4e6-20d3f3e4e099,trddxhd128ef348a9d,flav-o-pac
ar01s3d1187fb50a53,6619d534-0e17-4241-a1d0-2f8ec84968c4,trwnaeg128f92ffc7f,charlie parr
ar01scu1187b9a693c,7cf785c5-0b1b-45d0-a851-f820af381ce3,trwdcwn128f42178a7,street dogs
ar01sfh1187b98ad3c,47bd8909-200b-459b-aada-520760376a5a,trwului128f427ed5e,clifford hayes & the louisville jug bands
ar01sq31187fb3c4c2,63a3b285-3cec-444c-ab76-5b1e306c7011,trmtfpm128f42945d4,fm einheit
ar01sxq119b86698dc,07103f05-5649-48f5-8f8c-d1167449e8ef,trhgujo128f92e651a,wolfmare
ar01tby1187fb57622,d28fefce-cd96-47bb-bc3c-d13e4e9deb96,trmgkxr128f93049c3,the breakaways
ar01tdm1187b993479,8cf95982-49be-4a25-9735-cccb9e340431,trmlwqo128f146a887,hannah morris
ar01ud01187b99ded8,fe956126-41d4-4112-84a9-911015aea8a2,trswbka128f4231bef,hadag nachash
ar01vu31187b997da0,103241b0-6adf-4b4f-9cff-5c87459f61a4,trmxigw128f146327b,grand funk railroad
ar01w2d1187fb5912f,125948ec-7f91-4d1a-8b83-accbf50fae3d,trmibzt128f424d581,3oh!3
ar01wbk1187b9a8e08,683db86c-782e-4e69-854f-44ccf3564b02,trmponl128f92ccaf1,scott dunbar
ar01whf1187b9b53b8,a49b394a-2d64-4d57-b4fe-b389a3cabafd,trmalmd128f92f1bed,lullatone
ar01zgx1187b99c7b1,333b460d-90de-4ffe-8d19-fae44ad75a9c,trxmwqu128f4225811,2 by bukowski
ar01znn1187b9b15a4,43a5974d-6b79-49d1-a3ac-d79b7b1ca2bc,trbcxfe12903cbd4c3,egg
ar020pm1187fb3f357,34101668-3a6e-4fb7-8a8e-8f6130cb9127,trmpvjb128f148f0e7,stephan eicher
ar022jo1187b99587b,9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9,trwadgy128f92fd231,ross
ar026bb1187b994dc3,b8faec77-6c10-4e1f-98ff-b13c58fc3309,trmakpb128f92ec501,ijahman levi
ar026pu1187fb43fd9,e389160d-6d98-4657-9a75-9229b41621bc,trmzdii128f92fd64d,the vapors
ar028wm1187fb3dadb,ac69d2fb-2946-4e66-aaed-3a50448667bc,trfowhp12903ce8d9c,jon silva
ar028ww1187fb3c9b4,7ffa9059-2a8b-4c18-9fe1-0d5aad9d7126,trmovah128f92ebf51,tiffany evans
ar02cjn11a348efe3a,63e5f601-1762-4dee-bace-0fb6d2a11725,trtzsly12903d1171c,alex chilcott
ar02cy11187b99e7e8,bdfa8a02-4f77-4f35-bab9-fe5b09a5f1e8,trmnsfw12903ca91ad,wa wa nee
ar02db61187b9a0b5e,bf035517-124e-409b-90f5-35618081a332,trbankk12903cda071,annie philippe
ar02g8x1187fb394d9,38d92e5b-8945-4080-aac2-6f8f444682d4,trmfzao128f42392ff,charles wright & the watts 103rd. street rhythm band
ar02gyb1187fb5ab92,55b527c9-2e17-4479-8798-a1d9ce6a3e89,trcpuld128f4284e31,the assemble head in sunburst sound
ar02iu11187fb513f2,f19ad155-d809-4770-ab8d-7579467d9f55,trmmekf128f935e197,tito puente
ar02jg91187fb39b7f,c8620bb9-b3e7-48fc-98f2-5d26ea0a478c,trmisyj128f4243afc,department s
ar02kzg1187fb3b3b4,87d93b85-413c-4374-b2bc-3ac5ef2c3189,trwhjgi12903cd4403,hi-fi companions
ar02lle1187b98cde3,bb1ee9fe-c5b9-46da-94ab-ea6bec84b7aa,trmwxcz12903c99b75,city
ar02lmq1187b992ac9,821eaa7e-79b9-4aeb-837c-6acc868ce5f1,trwmgbq128f42574fd,the classic crime
ar02mj91187b9b3d80,890f2a9a-6488-409c-8684-d28b283b5b80,trwuxwk128f14522cf,white rose movement
ar02pua1187fb52574,a58debc2-2ce8-4cad-8db9-619466a025be,trmgfts128f933f227,delta 9
ar02qb911c8a4158ba,a1150405-1bf6-4c4b-be63-27d16e2f1e8f,trgwykg128f425c3a3,gk
ar02s0a1187b98c867,e8927190-ffa3-436c-a8c5-9eedffcafda3,trbweep12903cd4e33,the bobbettes
ar02t3i1187fb4d0e5,cbcac997-3a1c-4676-8769-449c82b3de5c,trmgatk128f42818ac,aberfeldy
ar02t6t1187fb3d8e5,7688c355-5c6c-4ce3-be30-3e5137fd21be,trmnbqg12903ce2ff5,working week
ar02tu31187fb5629e,19e07fd0-5642-47a0-a2b9-b8176e6b06e5,trmoubk128f9347e40,brooke waggoner
ar02u831187b9b60b0,e6f43a94-2233-4b06-9b27-b79a41e43752,trguebg128f4289463,laura
ar02ujp1187b9910c5,d6305a56-3580-4c1c-bc87-c72d27d8d5fe,trmhmns128f4259e19,usherhouse
ar02wcl1187b9a7fdf,43c8ff8d-feb9-4421-a276-bbc64177fd09,trzczxr128f93005e0,stockholm syndrome
ar02wqr1187b997f8a,70a65cf5-9dee-4132-8e0e-143dcf3b8dcb,trgndcv128f1476681,laura lee
ar02x7i1187fb41c6f,5f01b6c0-fb67-4076-bd55-d51504374f99,trmrjis128f9341f85,shonky
ar02yga1187b9b8ac4,e90428f4-29ef-47b4-a081-75e415f51037,trmhaoq12903cb45a2,bersuit vergarabat
ar02ysg1187fb382ea,02809fda-8319-4628-b165-a51213bf30ac,trwgems128f9342f06,beth carvalho
ar02z7x1187fb5806f,5fbe4178-a376-4244-94af-7286997556cf,traemna128f4290d16,tom novy feat. virginia
ar030l21187b993260,894e1331-0cd2-4ffa-92f0-a8b49769f60b,trmtdok128f92e9189,tre-8
ar035n21187fb3938e,88e2147d-0332-46f6-85b2-b5f463ba957b,trmmedp12903cda710,bt feat. erire
ar035x11187b996bb9,e47610f6-d56f-478f-bc91-b4bdc8a1c1df,trcanvv128f4275992,hong kong counterfeit
ar039b11187b9b30d0,fb9719bf-c477-4223-b319-986eb4168a91,trmmwtw128f42783dd,john williams
ar03ac11187fb39256,8688b60c-0469-40f2-827e-f4bd6900051b,trhtnec12903ce1d27,ecco
ar03bdp1187fb5b324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,trmgrml128f425e8b0,britney spears
ar03bul1187b98a151,10e9f96b-aaa4-47ef-9e65-fd7370cf2b47,trgqmye12903cb3a77,part_e
ar03d6o1187b9b0108,36081810-e02c-4b1f-8134-96bd5056f5b7,trmoyvn12903d02325,boy omega
ar03e4o1187fb3deb1,f54de4db-140d-4782-a1e6-13449f1eecec,trwfglr128f92fc3cd,doc holliday
ar03ese1187b992bc5,1ae8a5ce-7444-458b-a651-c99ba6506d7b,trmmnux128f1462b8d,bon voyage
ar03fdn1187fb3ec85,69bae78b-7874-441f-a20e-856a797cd8da,trmuodo128f93018cf,not waving but drowning
ar03fjw1187b98afee,03e74034-4d53-45e9-9cc7-aa8d588a2449,trzlysr128f4258a52,nu-matic
ar03g0o1187b9a2769,52fce734-3b15-435c-a13d-c3ec029cd9a7,trmbgea128f4222f31,stephen deruby
ar03g121187fb52edf,46903481-c27e-414a-b169-428f986061ea,trcrcpm128f930427c,brent bourgeois
ar03gwg1187b9b6c85,b910d27d-dc4f-4f2e-9a10-43057eb96a5a,trmpiub128f428d5cf,love inc.
ar03hkm1187b99d736,c1180341-84e4-41b9-a89f-9503a223c548,trhaoot128f4262783,day of contempt
ar03izc1187fb3e058,6bad3ced-9f42-4d72-9f88-999f341cc962,trmcdtv128f424d03c,aidonia
ar03k5w1187b99099a,8213de57-8d1b-46db-b7eb-36a501838a42,trmabww12903c9b1ea,eisblut
ar03k611187fb3b664,7a2d7204-28f4-46a9-9ad5-ce6f5582b7bb,trhqmeb128f932db15,lolita storm
ar03mrk1187fb3a8e0,f1ed3108-91b5-4e25-8414-7fbd6a14416d,trqdkqn128f932de49,the devotions
ar03mv71187b9b68be,,trghskh12903cf6c82,wounded
ar03nav1187b9920ef,c5db90c4-580d-4f33-b364-fbaa5a3a58b5,trkojgc128f9300311,the murmurs
ar03nyq1187fb3a91a,475d39b6-b413-4052-b78c-b3b74c39154d,trmsrsw12903cad4a0,quatuor mosaÃ¯ques
ar03p141187b9b8ce6,be5998d6-3601-43d9-b35d-39717885af96,trgklvx128f4278e64,teo mammucari
ar03qbi1187b9b7208,031b78c4-ea39-4443-8565-9e557273c557,trnmfoh128f933785e,retaliator
ar03rkz1187b9ae356,06ae0d83-fb18-4384-926f-60fe63d8260a,trwlywa128f934de32,toninho horta
ar03vdd1187fb3dd32,ca8da504-b281-478b-839c-52f49d85dbf2,trhmkzs128f4243cf7,toumani diabatÃ©'s symmetric orchestra
ar03vrd1187b989233,362a3ab7-829e-4425-a90f-344aac0d38a3,trctapj128f93351ae,london boys
ar03vzi1187b99ef58,379ec45a-d863-44b0-96be-47d19dd224c0,trzuivd12903cc3e30,baby rasta y gringo
ar03z7e1187fb44816,95c1c479-943d-42b1-a511-261e4d897d9d,trhtlan128f1456543,terry hall
ar03zco1187fb52e0e,c27c0722-a6ad-4cc6-8ad6-88ece08529ea,trmsxxs128f92e6f77,khan / steve hillage / dave stewart
ar040jz1187fb399a9,f319b57a-a494-40f6-a467-3d196d3484e6,trmcilh12903cec65f,sparks
ar040m31187b98ca41,eddd6562-ab2a-4a26-a53a-2141854a57df,trmqley128f42702cf,the bug
ar040qx1187fb4cfe1,bc1c8f3f-6f36-4086-a470-87ed813dd429,trmjyry128f42972ae,alexisonfire
ar040rj1187fb4d2ab,eeee6fb2-d69a-42e2-af8a-9899957abf70,trmrbmz128f149799d,azure ray
ar045ki1187fb56e7b,cbaafb20-eb74-421a-85f1-2bb6341aad23,trmalin128f92f673f,propellerheads
ar046n51187fb36218,54ae5d6b-c045-4a50-b087-b51a7993c97c,trmexti128f92d3ce9,luca zeta
ar048jz1187b9aeb85,3630fff3-52fc-4e97-ab01-d68fd88e4135,trwejyo128f4263186,yellowcard
ar049s81187b9ae8a5,7adaabfb-acfb-47bc-8c7c-59471c2f0db8,trmwvuy128e0781705,the human league
ar04bf811a348f050d,b41e43ae-d15d-4a45-b8ee-f025424a5a62,trwaayd128f424fe7b,teenagers in tokyo
ar04c2d1187fb36d84,7c6bf711-2d80-498c-8da2-19146c3e0125,trwpdyu128f425674e,os tres morais
ar04cd41187b998643,0d67421f-b73a-42e7-ae74-1451372bf811,trfcxjv128f4257ed6,rova
ar04f2z1187b991889,c2c7d020-187f-4ba7-af50-db08ea3d45b2,trgfhms128f4247fd2,jakobinarina
ar04hvf1187fb39482,f9974a34-a5ed-4e1c-8059-8225e113a43a,trwybdv128f934c017,demiricous
ar04iur1187b9b4f5c,c8da45f1-2cab-42e1-819c-175b139a7170,trqfgvb128f426a493,michi lange
ar04k3c1187b98f387,06d9bc1f-e209-4697-8c6c-8230bac9c7d0,trdjliw128f4282286,ming tea (featuring austin powers)
ar04ktb1187b99b6b7,0184c417-228d-4cd3-80ce-b44d5b9a3311,trwfpim128c7196b79,the disposable heroes of hiphoprisy
ar04ky61187fb44e3a,7b7147d3-83a3-4c98-9ebf-bac6ccbb19fb,trwiciq128f92d9761,fidel nadal
ar04lac1187fb3e44f,42f7b04b-df8a-4b5f-97d8-2e1877819084,trmwzxq128ef33e557,2 vibes
ar04nh21187fb4485b,eb479a81-3725-463f-b66e-c15593a5a924,trwbycq12903cdcef8,demise of eros
ar04nji1187fb3fcbb,e16b30c8-f72a-4877-9e2c-407e5117a72d,trgnued128f429fc71,paul steel
ar04nu71187fb5940f,dc21e71d-4699-4cb3-8f39-d2d8d5dd6538,trwbysr128f92faada,joshua redman quartet
ar04prw1187fb4d60d,b6a68914-baec-4178-8871-f6c2f9936a3a,trasqvy128f42b8627,the bens
ar04s8j1187fb48358,2a291f34-73cb-40c5-b721-eab1269c7ba8,trmpuwr128f428fcc0,clifford brown
ar04uu11187fb41e44,17f17162-7354-41fb-8809-e8b8c906ed12,trgtheb128ef35b8d3,the kidneythieves
ar04vig1187fb39606,9c7fd86b-c3dd-4f71-b4e7-7b1ed4803d2e,trmdizm12903cd06f0,kill the noise
ar04y2n1187b98ed51,43967d0a-1857-4cb9-a2f3-1a8f6fe5a2ad,trbmkiy128f42811a9,lmc vs u2
ar04ym81187b99331f,d72751d3-b0ce-43a7-83ab-96eb00529173,trrqjdt128f930d065,days away
ar04ysl1187b9a2d63,970ec756-6038-4627-a8d0-379a0123cdd7,trmwjee128f423e4e9,patience & prudence
ar04zds1187b98c504,335abb73-0134-4264-bfd7-9b110ab8d4db,trmipdv128f933abb6,stuck in the sound
ar050vj1187b9b13a7,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,trmczwo128f422f61e,dead kennedys
ar050zm1187b9b07b5,8b6998e2-a769-4369-97e6-6b29ba7ad831,trrrpqa128f429c8ee,iliketrains
ar051ka1187b98b2ff,9db08847-f7a8-4cd2-a425-3ab4adc5b4d3,trmheog128f4275c25,wilks
ar051vm1187b9b7f27,282ed0dc-064e-480c-b827-5b5e9500f045,trmhbei128f92f960f,chicken shack / stan webb
ar052wy1187fb55b1c,6ec79457-b06b-4e3b-83f9-9b26fc7a99bc,trcpzut12903cb6ce5,we the kings
ar0569b1187b9a4036,1be2e508-905c-4d90-9bf2-7ab55f78b3e6,trmcwmu12903caa706,mike bloomfield
ar0589w1187b9a0e2f,bf40b9eb-068a-4bdd-be46-ec0b5bd7a177,trmmxlt128f148b5b7,johnny crawford
ar058k81187fb52b59,6ba2f6ce-50be-47df-b5a3-298ef032f476,trqjyrh12903cfc81b,henry cow
ar059hi1187b9a14d7,56d7c456-3ffb-4384-89bf-b0024c2d9d55,trmzoup128f935f2a2,roy drusky
ar059vt1187fb40fcd,e6ed56ae-c477-48fa-a53b-63f6cbc4a3c3,trwdvvv128f92f9451,kylesa
ar05amo1187fb58d71,26dc1641-9e83-46bb-ba77-bf331ca41bfb,trwptgu128f426e631,wes
ar05dt71187fb4fa2c,38e2abdd-6331-43a9-a53f-be77025c4d3e,trgfoyg128f42acabf,eros ramazzotti & anastacia
ar05dxa1187fb3b1a8,e8a2e875-d283-448e-8656-49cd90dbd72e,trwimsy128f9341111,neck
ar05dxd1187b9b2291,4de9b034-0079-42da-80e7-c17333786936,trmiaxq12903cef47a,spektr
ar05ex91187fb524bf,81523d7c-e38c-476a-aca4-2458b5ee0ab6,trmsujq128f935732e,roebeck
ar05fay1187fb3e8b3,67f4ab30-bfe1-483a-a5ae-c6e6067497b8,trmitlk12903cf462e,lea salonga
ar05g2v1187fb38994,b4981888-8340-4835-8d72-2af9c78e4c4d,trmalsh12903cf81ab,burden of a day
ar05iu31187b9b9a1a,38e3d9bd-5ff2-47f2-8519-52bf7572dd1c,trmtyxe128e0795ccb,alex ubago
ar05kam1187b9b6f55,320b4732-22ab-41f8-b566-b05bd4ede17f,trmayfr128f92e9dd8,cal smith
ar05kqa1187b9963b3,275c9c64-8eb9-40b3-91c6-ae8bade10557,trqcndv128f9343747,d'molls
ar05mbi1187fb58737,34d3d994-5f71-4c26-aebb-53c5570d4a57,trmlofv128f4273128,skapulario
ar05mkl1187b9b2fca,ecee7c03-528b-43b4-9b05-5c27199f79d9,trmqayy128f9340d5e,lowfish
ar05nhx1187b9b3fa3,efd82a2c-4268-41d0-9652-6166c4d74e79,trwtcan128f93396ba,john strohm
ar05nqh1187b98e875,0efa01aa-2725-48af-a7df-273faa718ed6,trmwrgy128f932c295,kassav'
ar05og01187b9b8a98,1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d,trmcded128e0782277,todd rundgren
ar05ojd1187b9b99a6,d50548a0-3cfd-4d7a-964b-0aef6545d819,trmwwzd128f9341047,ol' dirty bastard
ar05pfj1187fb451c4,4133ef45-3c1b-49da-b886-a07300fa4da5,trqhmon12903cfa4ab,extended spirit
ar05pkl1187fb4ad6a,07f06b75-aaf6-4796-a78d-71ccf3fb01b9,trmhsjs128f9300b45,tiller's folly
ar05pnb1187b9b699a,4a93142b-1f82-4230-826d-a3e6f40a34af,trmwcqg128f92f72eb,qpe
ar05qtw1187b9913f9,91becfb7-003a-40c5-affa-24876b90a3e3,trmczfv128f92ffafd,chuck willis
ar05rmc1187b9b1dce,fc4c61af-8b54-4e79-9b22-d9a2f0c0021d,trmgxxs128f427f32c,vincent oliver
ar05s4o1187b992d7a,2f11c374-5a2d-4c04-abb9-419812001206,trwvdth128f933e2d6,tijuana cartel
ar05tts11c8a422fec,6a25cb17-ff09-4fd4-960b-3efe9a29a56d,trhjstn128f4258732,westbam and the love committee
ar05un81187fb4fc8b,266f5184-d8ab-40c3-9af2-b0c615b37b53,trwffjv128f933b45a,drop nineteens
ar05uyb1187b99b90f,e9ec4424-2d6f-4332-b969-6c07caedf371,trmwwtl128f9354cc1,general elektriks
ar05vw21187fb407b4,72402b72-3c5d-43ee-ba41-5affbdef9bad,trmlvod12903cdf402,fudge tunnel
ar05x9u1187fb471e2,82d8f499-410a-4516-a3ff-60774012c73b,trjlapl128f9318cc9,die strafe
ar05xfo1187fb4dae5,91256980-7b7b-4777-9658-e1e155fd2a50,trhknfa128f422bc20,mat maneri
ar05xjq1187b993e3f,bc0cf743-b43c-4c40-8f7e-7b5c6cc1a67a,trwhgky12903d11871,major league
ar05y4p1187fb38398,8b222d1a-00e2-41d1-9155-2d86679079da,trwwujj12903cafc35,wildchild
ar05yys1187fb38ac2,fa83723d-62eb-4a87-89e7-2907afc991bc,trwecqx128f148322a,leila pinheiro
ar0602h1187b9916b4,d6c7da9f-64bd-44f7-8c03-376bf9cdb9fe,trmsssb128f4221f5a,tyrannosaurus rex
ar0602z1187fb45281,f980fef0-2093-48fb-ac04-5129dfd78cfe,trwcklb128f92f557f,ronan o snodaigh
ar0618w11c8a414e38,,trmptwf128f42369e0,the apes
ar061bh1187b98df74,34aacaab-6139-4e8e-975d-7f8b66d4a058,trmbxbt12903ce3dab,guttermouth
ar061j011a348f060f,c757e9ae-b246-4a55-8b43-726a64f4012a,trhakdg128f92e3b99,ximena sarinana
ar064kk1187b999cf3,c137709d-9771-4472-8569-70e211e335e1,trqpvwm128f146e0db,sandals
ar064oh1187fb384a0,9ee80dfd-da64-4895-944e-19533604de7e,trwagiu128f424663f,dk
ar064q51187b99339b,a0fe06e3-deb7-4ea2-a7de-cc93740fd163,trfpjqd128f9352a24,doc schoko
ar064x51187fb3b425,dac04672-1d12-41db-88b6-720d6471eefc,trmgmzv128f9313e62,two dollar pistols
ar065tw1187fb4c3a5,5bf64d94-efd9-4334-96fd-e6197b0b02b8,trmwhvt128f428a897,tricky
ar065wd1187b9b545b,4b4e50fc-ec3c-4ccc-aa50-768a7ca1ab85,trmrlnr128f1470397,kauko  rÃ–yhkÃ„
ar0680l1187b994254,98e1e2cb-ed71-4fc8-89ab-a2a1f7ec7c71,trwnbdy128f92ff52c,bootleg
ar0687m1187fb5604e,dcbd7e51-de76-47d6-aadc-7e38b779f82d,trmjmoh128f422b4f1,final fantasy
ar0693r1187fb59d32,783b9eec-e8d2-48b7-b41f-ba1a1d3e155f,trmzfbi128f426b933,dusminguet
ar06a4i1187b98c660,797bcf41-0e02-431d-ab99-020e1cb3d0fd,trwgdtd12903cc54fa,rotersand
ar06b5x1187b9af748,51d51dbe-b13a-4169-a3f6-c9f6c8b9908a,trmabyd128f9306cb3,circus maximus
ar06b631187fb41c2c,e4a10ad0-3c15-4c47-b376-6b34ae48f38a,trmlrof128f14776c0,dina carroll
ar06c3l1187b9a76f0,2b49b7e8-ae2b-4872-8a00-4ea8faedfd4c,trqcyxe128f4229183,arild andersen_ arve henriksen_ eivind aarset_ paolo vinaccia_ patrice hÃ©ral
ar06dsr1187b9a5ef7,a36ae312-ac4e-4c3e-b660-759ea2b74708,trmyang128f9306129,dutch master
ar06eb01187fb40150,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,trmwjfm128f4235893,nofx
ar06ehb1187fb42914,49b6e333-f56f-4da9-944c-15a6deee8ada,trmgmgp12903d0589f,chico cÃ©sar
ar06ifv1187b9977ec,69543b64-20e6-4db4-8e21-e113cd391ffe,trmwikv128f424bd25,mu330
ar06k7911c8a42c9de,7b5e2311-fdba-410c-b7e0-b3a30adfa585,trgumoq128f42ba0fd,the kic pimpz
ar06m3f1187fb38bed,8d2651e1-f539-4492-957a-8b4dc4c5d9b9,trmhmys128f427468a,mississippi fred mcdowell
ar06m901187fb51091,d8aaf1c1-f8dc-4979-8f84-69a4dde4216c,trmmbnf128f93367c0,nadine sutherland
ar06mwa1187b9ae9f6,32773e4c-91f4-4a90-ad9d-1ad5bed29311,trmxjvl128f92e7b47,the ghouls
ar06nft1187b9b2902,424703f3-2e4c-4248-9109-9c2ec32b0865,trmnzsh128f1453fb5,the ike reilly assassination
ar06nw31187fb47596,7ff847e1-01bc-4d37-9572-ba1a0de52632,trzkbbb12903cafb22,disco freakz
ar06qor1187fb464f7,254c621d-367b-4406-aee2-074bf02981f4,trgoyxp12903c9fcf1,carola pisaturo
ar06rzx1187b9b9864,afc99b75-f453-4123-8bd7-3aeea65cb521,trwrney128f931257f,zÃ©lia duncan
ar06usw1187fb4eaca,457fd7a8-eac0-41ac-b088-b44840288f4d,trgwmok128f9348460,the lord weird slough feg
ar06vf41187b9b2bcb,10eb06ab-0695-4057-97a5-bea9eeb6fb6d,trwapxf12903cdcfe6,half man half biscuit
ar06w2h1187fb5ba09,ceeb25b6-a273-40b8-9645-b517892abe3c,trmubcc128f426304b,neal mccoy
ar06xsy1187b9b279e,0b5df3f3-7f4c-4ffb-9279-dbab6cd9bea5,trmmpdj128f429472e,little river band
ar06z151187b9af7c0,faac6919-9883-420b-812d-33cb207522e5,trmbegg12903ce9af7,warren smith
ar06zym1187b992a34,9f7829b2-ce55-481d-93dc-b63be95f3637,trmaczq128f4221deb,lowgold
ar0709b1187b9a8e99,852cc178-8678-4e98-a34b-6a319dc00c8c,trmrywf128ef357016,amp fiddler feat. corinne bailey rae
